S.No.,Company,Type,Rating,Reviewers,Age,Highly_Ratedfor,Critically_Ratedfor
4689,Chandigarh Group of Colleges,Education & Training,3.8,160,23,"Promotions / Appraisal, Work Satisfaction",None
4690,Gulf Spic General Trading & Contracting Company,Engineering & Construction,3.6,160,27,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
4691,Massive Restaurants,Hospitality,4,160,12,Skill Development / Learning,None
4692,Rotostat Services,Industrial Machinery,4.1,160,15,"Skill Development / Learning, Work Satisfaction, Work Life Balance",None
4693,Smith & Nephew Healthcare,Medical Equipment,3.9,160,168,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
4694,SOS Children's Village,Non-Profit,3.8,160,75,"Promotions / Appraisal, Skill Development / Learning, Company Culture",None
4695,eMDs,IT Services & Consulting,3.7,160,28,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
4696,Reliance Petroleum,Oil & Gas,4,160,16,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal
4697,Vcare Call Center,BPO,2.6,160,20,"Job Security, Promotions / Appraisal, Company Culture",None
4698,Andhra Pradesh State Skill Developmentcorporation,Non-Profit,3.9,160,10,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits"
4699,Gpt Infraprojects,Engineering & Construction,4.1,160,44,"Company Culture, Job Security",None
4702,Turtle,Fashion & Textile,3.6,160,31,"Promotions / Appraisal, Job Security, Salary & Benefits",None
4703,Wonder Home Finance,Financial Services,4.6,160,7,"Company Culture, Job Security, Skill Development / Learning",None
4704,Celebi Delhi Cargo Terminal Management,Aviation,4,160,66,"Skill Development / Learning, Job Security, Work Satisfaction",None
4705,Hetero Biopharma,Pharma,3.7,160,15,Job Security,"Company Culture, Promotions / Appraisal, Work Life Balance"
4706,NMDC,Metals & Mining,4.4,159,66,"Work Life Balance, Salary & Benefits, Company Culture",None
4707,IREO,Real Estate,4.2,159,20,"Work Life Balance, Company Culture, Job Security",None
4708,Carrefour,Retail,3.8,159,65,"Skill Development / Learning, Company Culture, Job Security",None
4709,Mazars,Accounting & Auditing,3.3,159,17,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",None
4710,Coffee Day,Hospitality,3.3,159,31,"Promotions / Appraisal, Salary & Benefits, Company Culture",None
4711,Concorde Motors,Automobile,4.4,159,52,"Skill Development / Learning, Company Culture, Work Satisfaction",None
4712,CloudMoyo,Software Product,4.2,159,9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
4713,Domino Printech,Printing & Publishing,4,159,28,"Job Security, Salary & Benefits",None
4714,Bose,Consumer Electronics & Appliances,4.5,159,60,"Skill Development / Learning, Work Life Balance, Company Culture",None
4715,EagleBurgmann,Industrial Machinery,3.8,159,140,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
4716,Future Consumer,FMCG,4.3,159,28,"Company Culture, Work Satisfaction, Work Life Balance",None
4717,Blue Cross Laboratories,Pharma,4,159,44,"Company Culture, Job Security, Work Satisfaction",Promotions / Appraisal
4718,Precision Camshafts,Auto Components,3.4,159,32,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",None
4719,Impressico Business Solutions,IT Services & Consulting,4.5,159,16,"Company Culture, Work Life Balance, Work Satisfaction",None
4720,Prakash Industries,Metals & Mining,3.7,159,44,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture"
4721,Sun Direct TV,Broadcasting,4.3,159,17,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
4723,Ahana Systems & Solutions,IT Services & Consulting,3.8,159,17,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
4724,Adglobal360,Marketing & Advertising,3.5,159,15,Job Security,"Skill Development / Learning, Promotions / Appraisal, Salary & Benefits"
4729,Ami Polymer,Medical Equipment,4.3,159,28,"Skill Development / Learning, Salary & Benefits, Company Culture",None
4730,Nielsen Sports,Sports & Recreation,4,159,20,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
4731,EXO Edge,BPO,4.1,159,7,"Work Life Balance, Company Culture, Salary & Benefits",None
4732,Lomos Archilabs,EdTech,4.4,159,39.39854522,"Salary & Benefits, Company Culture, Skill Development / Learning",None
4733,XenonStack,Emerging Technologies,3.4,158,12,Skill Development / Learning,"Job Security, Work Life Balance"
4734,Jitm Skills,Education & Training,3.7,158,11,Skill Development / Learning,"Job Security, Promotions / Appraisal, Salary & Benefits"
4735,Lifelong India,Petrochemicals,4,158,39,"Job Security, Work Life Balance",Promotions / Appraisal
4736,Tata Memorial Centre,Healthcare,4.3,158,83,"Skill Development / Learning, Work Satisfaction, Job Security",None
4737,National Mineral Development Corporation,Metals & Mining,4.4,158,66,"Work Life Balance, Skill Development / Learning, Work Satisfaction",None
4738,Toshiba Software India,IT Services & Consulting,3.7,158,22,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
4739,Embee Software,Software Product,3.8,158,37,"Promotions / Appraisal, Work Satisfaction",None
4740,Margadarsi Chit Fund,Financial Services,3.8,158,62,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
4741,Axio,Financial Services,3.8,158,11,"Company Culture, Work Life Balance",Promotions / Appraisal
4742,Gemini Solutions,IT Services & Consulting,3.2,158,12,"Work Satisfaction, Promotions / Appraisal, Salary & Benefits",None
4743,PIX Transmissions,Fashion & Textile,4,158,43,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",Job Security
4744,Rajesh Motors,Automobile,3.9,158,44,Skill Development / Learning,"Job Security, Salary & Benefits"
4745,RAKS Pharma,Pharma,4.1,158,16,"Salary & Benefits, Skill Development / Learning",None
4746,Ajay Industrial Corporation,Industrial Machinery,3.7,158,63,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",None
4747,Mitsubishi Heavy Industries,Industrial Machinery,4.1,158,140,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
4748,Novigo Solutions,IT Services & Consulting,4.7,158,12,"Work Life Balance, Company Culture, Work Satisfaction",None
4749,Edac Engineering,Engineering & Construction,3.7,158,37,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",None
4750,HEUBACH Colour,Chemicals,3.9,158,30,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
4751,Decon Telecom Solutions,Telecom,3.1,158,31,"Promotions / Appraisal, Work Life Balance, Job Security",None
4752,Intech Organics,Unknown,3.2,158,25,"Job Security, Promotions / Appraisal, Company Culture",None
4753,Agilent Technologies International,Unknown,4.2,158,39.39854522,"Job Security, Company Culture, Work Life Balance",None
4754,Bajaj Allianz,Unknown,4,158,39.39854522,"Salary & Benefits, Company Culture, Work Life Balance",None
4755,Formidium Corp,Financial Services,3.5,158,8,"Job Security, Promotions / Appraisal, Salary & Benefits",None
4756,Terralogic Software Solutions,IT Services & Consulting,3.2,157,16,"Salary & Benefits, Promotions / Appraisal, Company Culture",None
4757,People Prime Worldwide,Recruitment,3.5,157,12,"Job Security, Promotions / Appraisal, Salary & Benefits",None
4758,Pahal Financial Services,NBFC,4.4,157,30,"Work Life Balance, Company Culture, Job Security",None
4759,Magnasoft Consulting India,IT Services & Consulting,3.4,157,24,"Job Security, Work Life Balance, Promotions / Appraisal",None
4760,Shivalaya Construction,Engineering & Construction,4.2,157,27,"Skill Development / Learning, Salary & Benefits, Work Life Balance",None
4761,Beri Udyog,Industrial Machinery,3.9,157,46,Promotions / Appraisal,None
4762,A2Z Infraservices,Facility Management Services,3.9,157,22,"Promotions / Appraisal, Job Security, Salary & Benefits",None
4763,Vesuvius,Industrial Machinery,4.1,157,33,"Salary & Benefits, Job Security, Skill Development / Learning",None
4764,CIMS Hospital,Healthcare,4,157,14,"Company Culture, Work Life Balance, Skill Development / Learning",Salary & Benefits
4765,AABSyS IT,IT Services & Consulting,3.7,157,26,Job Security,"Promotions / Appraisal, Salary & Benefits"
4766,Anchor Health and Beauty Care,Beauty & Personal Care,3.7,157,32,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
4767,Cholamandalam MS Risk Services,Management Consulting,3.7,157,30,Promotions / Appraisal,None
4768,TRIGO Group,Auto Components,2.8,157,27,"Promotions / Appraisal, Salary & Benefits, Job Security",None
4769,Kapil Chit Funds,FinTech,3.9,157,43,"Job Security, Promotions / Appraisal",None
4770,Igarashi Motors,Auto Components,4.1,157,32,"Skill Development / Learning, Job Security, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
4771,SPIE Oil & Gas Services,Oil & Gas,4.1,157,20,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
4772,L&T Infrastructure Engineering,Engineering & Construction,4,157,39.39854522,"Skill Development / Learning, Job Security, Work Satisfaction",None
4773,Jindal Worldwide,Fashion & Textile,3.4,157,38,"Promotions / Appraisal, Salary & Benefits, Job Security",None
4774,ACT Plast Paints,Chemicals,4,157,18,Skill Development / Learning,None
4775,Jubilant Industries,Chemicals / Agri Inputs,3.8,157,17,"Skill Development / Learning, Job Security, Salary & Benefits",None
4776,Hi-Tech,Education & Training,4,157,20,Company Culture,None
4777,Epson,IT Services & Consulting,4.3,157,82,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
4778,Crescent Foundry,Metals & Mining,3.8,157,42,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",None
4779,Neolite Zkw Lightings,Auto Components,3.6,157,72,"Promotions / Appraisal, Work Satisfaction, Company Culture",None
4780,Liugong India,Engineering & Construction,3.5,157,66,"Company Culture, Work Satisfaction, Promotions / Appraisal",None
4781,Qualsquad Infotech,IT Services & Consulting,3.3,157,9,"Promotions / Appraisal, Job Security, Skill Development / Learning",None
4782,Amnex Infotechnologies,IT Services & Consulting,3.5,157,16,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",None
4783,OASYS Cybernetics,IT Services & Consulting,3.7,157,24,"Promotions / Appraisal, Salary & Benefits, Company Culture",None
4784,Burckhardt Compression,Industrial Machinery,4.3,157,180,"Company Culture, Job Security, Work Life Balance",None
4785,Anlage Infotech,IT Services & Consulting,3.9,157,28,"Work Life Balance, Skill Development / Learning, Company Culture",None
4786,Roulunds Braking,Auto Components,3.5,156,288,"Promotions / Appraisal, Company Culture, Skill Development / Learning",None
4787,SSK Group,FMCG,3.2,156,35,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",None
4788,Kiran Foreign Trade,Software Product,3.7,156,17,"Salary & Benefits, Promotions / Appraisal, Company Culture",None
4789,Rudrabhishek Enterprises,Urban Transport,3.6,156,32,"Promotions / Appraisal, Salary & Benefits, Job Security",None
4790,KisanKraft Machine Tools,Industrial Machinery,3.4,156,19,"Job Security, Promotions / Appraisal, Work Satisfaction",None
4791,Balasore Alloys,Metals & Mining,4.1,156,40,"Company Culture, Skill Development / Learning, Work Life Balance",None
4792,Sumadhura Infracon,Real Estate,4.3,156,18,"Company Culture, Job Security, Skill Development / Learning",None
4793,Boston Scientific,Healthcare,4.1,156,45,"Work Life Balance, Company Culture, Job Security",None
4794,Saudi Oger,Engineering & Construction,4.7,156,46,"Work Satisfaction, Skill Development / Learning, Company Culture",None
4795,Hidden Brains InfoTech,IT Services & Consulting,3.8,156,21,"Skill Development / Learning, Job Security, Company Culture",None
4796,QX,BPO,3.6,156,21,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",None
4797,Azure Hospitality,Hospitality,4.5,156,15,"Work Life Balance, Company Culture, Skill Development / Learning",None
4798,Magma Housing Finance,Financial Services,4.2,156,35,"Skill Development / Learning, Job Security, Work Satisfaction",None
4799,Indian Oil- Adani Gas,Unknown,3.8,156,39.39854522,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
4800,Sunil Hitech Engineers,Engineering & Construction,4.2,156,26,"Job Security, Company Culture, Salary & Benefits",None
4801,Caplin Point Laboratories,Pharma,4,156,34,"Skill Development / Learning, Work Life Balance, Work Satisfaction",None
4802,Oerlikon Graziano Transmission,Industrial Machinery,4.1,156,118,"Company Culture, Skill Development / Learning, Salary & Benefits",None
4803,Mogli labs,Internet,3.5,156,10,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",None
4804,Paramatrix Technologies,Software Product,4.3,156,20,"Skill Development / Learning, Job Security, Company Culture",None
4805,SYNCHRONIZED SUPPLY SYSTEMS,Logistics,4.1,156,17,"Company Culture, Salary & Benefits, Work Life Balance",Job Security
4806,Meneta Automotive Components,Auto Components,3.8,156,17,Promotions / Appraisal,None
4807,Kutch Chemical Industries,Chemicals,4.1,156,20,"Job Security, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
4808,KPR Mill,Fashion & Textile,4.1,156,40,Work Life Balance,None
4809,Green Park Hotels,Hospitality,4.1,156,33,"Job Security, Skill Development / Learning, Company Culture",None
4810,E Pack Polymers,Packaging,3.7,156,25,"Job Security, Work Satisfaction, Company Culture",None
4811,Vaidik Eduservices,EdTech,3.3,156,39.39854522,"Promotions / Appraisal, Job Security, Salary & Benefits",None
4812,Namdev Finvest,Financial Services,4.5,156,27,"Work Satisfaction, Work Life Balance, Company Culture",None
4813,Futurense Technologies,IT Services & Consulting,3.5,156,4,Skill Development / Learning,"Job Security, Promotions / Appraisal, Work Life Balance"
4814,BDO Rise,Accounting & Auditing,3.7,156,39.39854522,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",None
4815,Max Data Entry Services,BPO,4.2,156,39.39854522,"Work Satisfaction, Promotions / Appraisal, Job Security",None
4816,Greemus Software Technologies Private Limited,IT Services & Consulting,4.8,156,10,"Company Culture, Skill Development / Learning, Work Life Balance",None
4817,Logicon Facility Management,Facility Management Services,3.7,155,18,"Promotions / Appraisal, Salary & Benefits, Job Security",None
4818,Rohan Motors,Automobile,3.9,155,36,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
4819,99acres,Internet,4,155,19,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
4820,Alcatel-Lucent,Telecom,4.2,155,32,"Work Life Balance, Job Security, Company Culture",None
